sub_district_code,sub_district_name,district_code
4183,shrivardhan,520
4184,mhasla,520
4185,mahad,520
4186,poladpur,520
4187,junnar,521
4188,ambegaon,521
4189,shirur,521
4190,khed,521
4191,mawal,521
4192,mulshi,521
4193,haveli,521
4194,pune city,521
4195,daund,521
4196,purandhar,521
4197,velhe,521
4198,bhor,521
4199,baramati,521
4200,indapur,521
4201,akola,522
4202,sangamner,522
4203,kopargaon,522
4204,rahta,522
4205,shrirampur,522
4206,nevasa,522
4207,shevgaon,522
4208,pathardi,522
4209,nagar,522
4210,rahuri,522
4211,parner,522
4212,shrigonda,522
4213,karjat,522
4214,jamkhed,522
4215,ashti,523
4216,patoda,523
4217,shirur (kasar),523
4218,georai,523
4219,manjlegaon,523
4220,wadwani,523
4221,bid,523
4222,kaij,523
4223,dharur,523
4224,parli,523
4225,ambejogai,523
4226,latur,524
4227,renapur,524
4228,ahmadpur,524
4229,jalkot,524
4230,chakur,524
4231,shirur-anantpal,524
4232,ausa,524
4233,nilanga,524
4234,deoni,524
4235,udgir,524
4236,paranda,525
4237,bhum,525
4238,washi,525
4239,kalamb,525
4240,osmanabad,525
4241,tuljapur,525
4242,lohara,525
4243,umarga,525
4244,karmala,526
4245,madha,526
4246,barshi,526
4247,solapur north,526
4248,mohol,526
4249,pandharpur,526
4250,malshiras,526
4251,sangole,526
4252,mangalvedhe,526
4253,solapur south,526
4254,akkalkot,526
4255,mahabaleshwar,527
4256,wai,527
4257,khandala,527
4258,phaltan,527
4259,man,527
4260,khatav,527
4261,koregaon,527
4262,satara,527
4263,jaoli,527
4264,patan,527
4265,karad,527
4266,mandangad,528
4267,dapoli,528
4268,khed,528
4269,chiplun,528
4270,guhagar,528
4271,ratnagiri,528
4272,sangameshwar,528
4273,lanja,528
4274,rajapur,528
4275,devgad,529
4276,vaibhavvadi,529
4277,kankavli,529
4278,malwan,529
4279,vengurla,529
4280,kudal,529
4281,sawantwadi,529
4282,dodamarg,529
4283,shahuwadi,530
4284,panhala,530
4285,hatkanangle,530
4286,shirol,530
4287,karvir,530
4288,bavda,530
4289,radhanagari,530
4290,kagal,530
4291,bhudargad,530
4292,ajra,530
4293,gadhinglaj,530
4294,chandgad,530
4295,shirala,531
4296,walwa,531
4297,palus,531
4298,kadegaon,531
4299,khanapur (vita),531
4300,atpadi,531
4301,tasgaon,531
4302,miraj,531
4303,kavathemahankal,531
4304,jat,531
3231,bharatpur,400
3232,baikunthpur,400
3233,sonhat,400
3234,manendragarh,400
3235,khadganva,400
3236,ramanujganj,401
3237,balrampur,401
3238,wadrafnagar,401
3239,pratappur,401
3240,samri(kusmi),401
3241,shankargarh,401
3242,surajpur,401
3243,oudgi,401
3244,bhaiyathan,401
3245,ramanujnagar,401
3246,premnagar,401
3247,ambikapur,401
3248,lakhanpur,401
3249,udaypur,401
3250,rajpur,401
3251,lundra,401
3252,sitapur,401
3253,batouli,401
3254,mainpat,401
3255,bagicha,402
3256,kansabel,402
3257,jashpur,402
3258,manora,402
3259,kunkuri,402
3260,duldula,402
3261,farsabahar,402
3262,pathalgaon,402
3263,udaipur (dharamjaigarh),403
3264,lailunga,403
3265,gharghoda,403
3266,tamnar,403
3267,raigarh,403
3268,pusour,403
3269,kharsia,403
3270,sarangarh,403
3271,baramkela,403
3272,katghora,404
3273,poundi-uproda,404
3274,pali,404
3275,korba,404
3276,kartala,404
3277,janjgir,405
3278,akaltara,405
3279,baloda,405
3280,nawagarh,405
3281,champa,405
3282,sakti,405
3283,pamgarh,405
3284,dabhra,405
3285,malkharoda,405
3286,jaijaipur,405
3287,pendra road gorella,406
3288,marwahi,406
3289,pendra,406
3290,lormi,406
3291,kota,406
3292,mungeli,406
3293,pathariya,406
3294,takhatpur,406
3295,bilaspur,406
3296,masturi,406
3297,bilha,406
3298,kawardha,407
3299,bodla,407
3300,sahaspur lohara,407
3301,pandariya,407
3302,chhuikhadan,408
3303,khairagarh,408
3304,dongargarh,408
3305,rajnandgaon,408
3306,chhuriya,408
3307,dongargaon,408
3308,mohla,408
3309,manpur,408
3310,ambagarh,408
3311,nawagarh,409
3312,bemetara,409
3313,saja,409
3314,thanakhamria,409
3315,berla,409
3316,dhamdha,409
3317,durg,409
3318,patan,409
3319,gunderdehi,409
3320,dondi luhara,409
3321,balod,409
3322,dondi,409
3323,gurur,409
3324,simga,410
3325,bhatapara,410
3326,baloda bazar,410
3327,palari,410
3328,kasdol,410
3329,bilaigarh,410
3330,arang,410
3331,abhanpur,410
3332,raipur,410
3333,rajim,410
3334,tilda,410
3335,bindranavagarh(gariyaband),410
3336,chhura,410
3337,mainpur,410
3338,deobhog,410
3339,basna,411
3340,saraipali,411
3341,mahasamund,411
3342,pithora,411
3343,bagbahra,411
3344,kurud,412
3345,magarlod,412
3346,dhamtari,412
3347,nagri,412
3348,charama,413
3349,bhanupratappur,413
3350,durgkondal,413
3351,kanker,413
3352,narharpur,413
3353,antagarh,413
3354,pakhanjur,413
3355,keskal,414
3356,bade rajpur,414
3357,kondagaon,414
3358,makdi,414
3359,farasgaon,414
3360,jagdalpur,414
3361,lohandiguda,414
3362,bastanar,414
3363,bastar,414
3364,bakavand,414
3365,tokapal,414
3366,darbha,414
3367,narayanpur,415
3368,orchha,415
3369,dantewada,416
3370,gidam,416
3371,katekalyan,416
3372,kuakonda,416
3373,konta,416
3374,chhindgarh,416
3375,sukma,416
3376,bhopalpattnam,417
3377,usur,417
3378,bijapur,417
3379,bhairamgarh,417
5620,amini,587
5621,bitra,587
5622,chetlat,587
5623,kiltan,587
5624,kadmat,587
5625,kavaratti,587
5626,agatti,587
5627,andrott,587
5628,kalpeni,587
5629,minicoy,587
5609,pernem,585
5610,bardez,585
5611,tiswadi,585
5612,bicholim,585
5613,satari,585
5614,ponda,585
5615,mormugao,586
5616,salcete,586
5617,quepem,586
5618,sanguem,586
5619,canacona,586
1922,mohanpur,289
1923,hezamara,289
1924,padmabil,289
1925,khowai,289
1926,tulashikhar,289
1927,kalyanpur,289
1928,teliamura,289
1929,mungiakumi,289
1930,mandai,289
1931,jirania,289
1932,dukli,289
1933,jampuijala,289
1934,bishalgarh,289
1935,boxanagar,289
1936,melaghar,289
1937,kathalia,289
1938,killa,290
1939,amarpur,290
1940,ompi,290
1941,matarbari,290
1942,kakraban,290
1943,rajnagar,290
1944,hrishyamukh,290
1945,bokafa,290
1946,karbuk,290
1947,rupaichhari,290
1948,satchand,290
1949,salema,291
1950,manu,291
1951,ambassa,291
1952,chhamanu,291
1953,dumburnagar,291
1954,gournagar,292
1955,kadamtala,292
1956,panisagar,292
1957,damchhara,292
1958,pencharthal,292
1959,kumarghat,292
1960,dasda,292
1961,jampuii hills,292
1013,sidhaw,203
1014,ramnagar,203
1015,gaunaha,203
1016,mainatanr,203
1017,narkatiaganj,203
1018,lauriya,203
1019,bagaha,203
1020,piprasi,203
1021,madhubani,203
1022,bhitaha,203
1023,thakrahan,203
1024,jogapatti,203
1025,chanpatia,203
1026,sikta,203
1027,majhaulia,203
1028,bettiah,203
1029,bairia,203
1030,nautan,203
1031,raxaul,204
1032,adapur,204
1033,ramgarhwa,204
1034,sugauli,204
1035,banjaria,204
1036,narkatia,204
1037,bankatwa,204
1038,ghorasahan,204
1039,dhaka,204
1040,chiraia,204
1041,motihari,204
1042,turkaulia,204
1043,harsidhi,204
1044,paharpur,204
1045,areraj,204
1046,sangrampur,204
1047,kesaria,204
1048,kalyanpur,204
1049,kotwa,204
1050,piprakothi,204
1051,chakia(pipra),204
1052,pakri dayal,204
1053,patahi,204
1054,phenhara,204
1055,madhuban,204
1056,tetaria,204
1057,mehsi,204
1058,purnahiya,205
1059,piprarhi,205
1060,sheohar,205
1061,dumri katsari,205
1062,tariani chowk,205
1063,bairgania,206
1064,suppi,206
1065,majorganj,206
1066,sonbarsa,206
1067,parihar,206
1068,sursand,206
1069,bathnaha,206
1070,riga,206
1071,parsauni,206
1072,belsand,206
1073,runisaidpur,206
1074,dumra,206
1075,bajpatti,206
1076,charaut,206
1077,pupri,206
1078,nanpur,206
1079,bokhara,206
1080,madhwapur,207
1081,harlakhi,207
1082,basopatti,207
1083,jainagar,207
1084,ladania,207
1085,laukaha,207
1086,laukahi,207
1087,phulparas,207
1088,babubarhi,207
1089,khajauli,207
1090,kaluahi,207
1091,benipatti,207
1092,bisfi,207
1093,madhubani,207
1094,pandaul,207
1095,rajnagar,207
1096,andhratharhi,207
1097,jhanjharpur,207
1098,ghoghardiha,207
1099,lakhnaur,207
1100,madhepur,207
1101,nirmali,208
1102,basantpur,208
1103,chhatapur,208
1104,pratapganj,208
1105,raghopur,208
1106,saraigarh bhaptiyahi,208
1107,kishanpur,208
1108,marauna,208
1109,supaul,208
1110,pipra,208
1111,tribeniganj,208
1112,narpatganj,209
1113,forbesganj,209
1114,bhargama,209
1115,raniganj,209
1116,araria,209
1117,kursakatta,209
1118,sikti,209
1119,palasi,209
1120,jokihat,209
1121,terhagachh,210
1122,dighalbank,210
1123,thakurganj,210
1124,pothia,210
1125,bahadurganj,210
1126,kochadhamin,210
1127,kishanganj,210
1128,banmankhi,211
1129,barhara,211
1130,bhawanipur,211
1131,rupauli,211
1132,dhamdaha,211
1133,krityanand nagar,211
1134,purnia east,211
1135,kasba,211
1136,srinagar,211
1137,jalalgarh,211
1138,amour,211
1139,baisa,211
1140,baisi,211
1141,dagarua,211
1142,falka,212
1143,korha,212
1144,hasanganj,212
1145,kadwa,212
1146,balrampur,212
1147,barsoi,212
1148,azamnagar,212
1149,pranpur,212
1150,dandkhora,212
1151,katihar,212
1152,mansahi,212
1153,barari,212
1154,sameli,212
1155,kursela,212
1156,manihari,212
1157,amdabad,212
1158,gamharia,213
1159,singheshwar,213
1160,ghailarh,213
1161,madhepura,213
1162,shankarpur,213
1163,kumarkhand,213
1164,murliganj,213
1165,gwalpara,213
1166,bihariganj,213
1167,kishanganj,213
1168,puraini,213
1169,alamnagar,213
1170,chausa,213
1171,nauhatta,214
1172,satar kataiya,214
1173,mahishi,214
1174,kahara,214
1175,saur bazar,214
1176,patarghat,214
1177,sonbarsa,214
1178,simri bakhtiarpur,214
1179,salkhua,214
1180,banma itahri,214
1181,jale,215
1182,singhwara,215
1183,keotiranway,215
1184,darbhanga,215
1185,manigachhi,215
1186,tardih,215
1187,alinagar,215
1188,benipur,215
1189,bahadurpur,215
1190,hanumannagar,215
1191,hayaghat,215
1192,baheri,215
1193,biraul,215
1194,ghanshyampur,215
1195,kiratpur,215
1196,gora bauram,215
1197,kusheshwar asthan,215
1198,kusheshwar asthan purbi,215
1199,sahebganj,216
1200,baruraj (motipur),216
1201,paroo,216
1202,saraiya,216
1203,marwan,216
1204,kanti,216
1205,minapur,216
1206,bochaha,216
1207,aurai,216
1208,katra,216
1209,gaighat,216
1210,bandra,216
1211,dholi (moraul),216
1212,musahri,216
1213,kurhani,216
1214,sakra,216
1215,katiya,217
1216,bijaipur,217
1217,bhorey,217
1218,pach deuri,217
1219,kuchaikote,217
1220,phulwaria,217
1221,hathua,217
1222,uchkagaon,217
1223,thawe,217
1224,gopalganj,217
1225,manjha,217
1226,barauli,217
1227,sidhwalia,217
1228,baikunthpur,217
1229,nautan,218
1230,siwan,218
1231,barharia,218
1232,goriakothi,218
1233,lakri nabiganj,218
1234,basantpur,218
1235,bhagwanpur hat,218
1236,maharajganj,218
1237,pachrukhi,218
1238,hussainganj,218
1239,ziradei,218
1240,mairwa,218
1241,guthani,218
1242,darauli,218
1243,andar,218
1244,raghunathpur,218
1245,hasanpura,218
1246,daraundha,218
1247,siswan,218
1248,mashrakh,219
1249,panapur,219
1250,taraiya,219
1251,ishupur,219
1252,baniapur,219
1253,lahladpur,219
1254,ekma,219
1255,manjhi,219
1256,jalalpur,219
1257,revelganj,219
1258,chapra,219
1259,nagra,219
1260,marhaura,219
1261,amnour,219
1262,maker,219
1263,parsa,219
1264,dariapur,219
1265,garkha,219
1266,dighwara,219
1267,sonepur,219
1268,vaishali,220
1269,paterhi belsar,220
1270,lalganj,220
1271,bhagwanpur,220
1272,goraul,220
1273,chehra kalan,220
1274,patepur,220
1275,mahua,220
1276,jandaha,220
1277,raja pakar,220
1278,hajipur,220
1279,raghopur,220
1280,bidupur,220
1281,desri,220
1282,sahdai buzurg,220
1283,mahnar,220
1284,kalyanpur,221
1285,warisnagar,221
1286,shivaji nagar,221
1287,khanpur,221
1288,samastipur,221
1289,pusa,221
1290,tajpur,221
1291,morwa,221
1292,patori,221
1293,mohanpur,221
1294,mohiuddinagar,221
1295,sarairanjan,221
1296,vidyapati nagar,221
1297,dalsinghsarai,221
1298,ujiarpur,221
1299,bibhutpur,221
1300,rosera,221
1301,singhia,221
1302,hasanpur,221
1303,bithan,221
1304,khudabandpur,222
1305,chhorahi,222
1306,garhpura,222
1307,cheria bariarpur,222
1308,bhagwanpur,222
1309,mansurchak,222
1310,bachhwara,222
1311,teghra,222
1312,barauni,222
1313,birpur,222
1314,begusarai,222
1315,naokothi,222
1316,bakhri,222
1317,dandari,222
1318,sahebpur kamal,222
1319,balia,222
1320,matihani,222
1321,shamho akha kurha,222
1322,alauli,223
1323,khagaria,223
1324,mansi,223
1325,chautham,223
1326,beldaur,223
1327,gogri,223
1328,parbatta,223
1329,narayanpur,224
1330,bihpur,224
1331,kharik,224
1332,naugachhia,224
1333,rangra chowk,224
1334,gopalpur,224
1335,pirpainti,224
1336,colgong,224
1337,ismailpur,224
1338,sabour,224
1339,nathnagar,224
1340,sultanganj,224
1341,shahkund,224
1342,goradih,224
1343,jagdishpur,224
1344,sonhaula,224
1345,shambhuganj,225
1346,amarpur,225
1347,rajaun,225
1348,dhuraiya,225
1349,barahat,225
1350,banka,225
1351,phulidumar,225
1352,belhar,225
1353,chanan,225
1354,katoria,225
1355,bausi,225
1356,munger,226
1357,bariarpur,226
1358,jamalpur,226
1359,dharhara,226
1360,kharagpur,226
1361,asarganj,226
1362,tarapur,226
1363,tetiha bambor,226
1364,sangrampur,226
1365,barahiya,227
1366,pipariya,227
1367,surajgarha,227
1368,lakhisarai,227
1369,chanan*,227
1370,ramgarh chowk,227
1371,halsi,227
1372,barbigha,228
1373,shekhopur sarai,228
1374,sheikhpura,228
1375,ghat kusumbha,228
1376,chewara,228
1377,ariari,228
1378,karai parsurai,229
1379,nagar nausa,229
1380,harnaut,229
1381,chandi,229
1382,rahui,229
1383,bind,229
1384,sarmera,229
1385,asthawan,229
1386,bihar,229
1387,noorsarai,229
1388,tharthari,229
1389,parbalpur,229
1390,hilsa,229
1391,ekangarsarai,229
1392,islampur,229
1393,ben,229
1394,rajgir,229
1395,silao,229
1396,giriak,229
1397,katrisarai,229
1398,maner,230
1399,dinapur-cum-khagaul,230
1400,patna rural,230
1401,sampatchak,230
1402,phulwari,230
1403,bihta,230
1404,naubatpur,230
1405,bikram,230
1406,dulhin bazar,230
1407,paliganj,230
1408,masaurhi,230
1409,dhanarua,230
1410,punpun,230
1411,fatwah,230
1412,daniawan,230
1413,khusrupur,230
1414,bakhtiarpur,230
1415,athmalgola,230
1416,belchhi,230
1417,barh,230
1418,pandarak,230
1419,ghoswari,230
1420,mokameh,230
1421,shahpur,231
1422,arrah,231
1423,barhara,231
1424,koilwar,231
1425,sandesh,231
1426,udwant nagar,231
1427,behea,231
1428,jagdishpur,231
1429,piro,231
1430,charpokhari,231
1431,garhani,231
1432,agiaon,231
1433,tarari,231
1434,sahar,231
1435,simri,232
1436,chakki,232
1437,barhampur,232
1438,chaugain,232
1439,kesath,232
1440,dumraon,232
1441,buxar,232
1442,chausa,232
1443,rajpur,232
1444,itarhi,232
1445,nawanagar,232
1446,ramgarh,233
1447,nuaon,233
1448,kudra,233
1449,mohania,233
1450,durgawati,233
1451,chand,233
1452,chainpur,233
1453,bhabua,233
1454,rampur,233
1455,bhagwanpur,233
1456,adhaura,233
1457,kochas,234
1458,dinara,234
1459,dawath,234
1460,suryapura,234
1461,bikramganj,234
1462,karakat,234
1463,nasriganj,234
1464,rajpur,234
1465,sanjhauli,234
1466,nokha,234
1467,kargahar,234
1468,chenari,234
1469,nauhatta,234
1470,sheosagar,234
1471,sasaram,234
1472,akorhi gola,234
1473,dehri,234
1474,tilouthu,234
1475,rohtas,234
1476,daudnagar,235
1477,haspura,235
1478,goh,235
1479,rafiganj,235
1480,obra,235
1481,aurangabad,235
1482,barun,235
1483,nabinagar,235
1484,kutumba,235
1485,deo,235
1486,madanpur,235
1487,konch,236
1488,tikari,236
1489,belaganj,236
1490,khizirsarai,236
1491,neem chak bathani,236
1492,muhra,236
1493,atri,236
1494,manpur,236
1495,gaya town c.d.block,236
1496,paraiya,236
1497,guraru,236
1498,gurua,236
1499,amas,236
1500,banke bazar,236
1501,imamganj,236
1502,dumaria,236
1503,sherghati,236
1504,dobhi,236
1505,bodh gaya,236
1506,tan kuppa,236
1507,wazirganj,236
1508,fatehpur,236
1509,mohanpur,236
1510,barachatti,236
1511,nardiganj,237
1512,nawada,237
1513,warisaliganj,237
1514,kashi chak,237
1515,pakribarawan,237
1516,kawakol,237
1517,roh,237
1518,gobindpur,237
1519,akbarpur,237
1520,hisua,237
1521,narhat,237
1522,meskaur,237
1523,sirdala,237
1524,rajauli,237
1525,islamnagar aliganj,238
1526,sikandra,238
1527,jamui,238
1528,barhat,238
1529,lakshmipur,238
1530,jhajha,238
1531,gidhaur,238
1532,khaira,238
1533,sono,238
1534,chakai,238
1535,ratni faridpur,239
1536,jehanabad,239
1537,kako,239
1538,modanganj,239
1539,ghoshi,239
1540,makhdumpur,239
1541,hulasganj,239
1542,arwal,240
1543,kaler,240
1544,karpi,240
1545,sonbhadra banshi suryapur,240
1546,kurtha,240
1962,selsella,293
1963,dadenggiri,293
1964,tikrikilla,293
1965,rongram,293
1966,betasing,293
1967,zikzak,293
1968,gambegre,293
1969,dalu,293
1970,resubelpara,294
1971,dambo rongjeng,294
1972,kharkutta,294
1973,songsak,294
1974,samanda,294
1975,chokpot,295
1976,gasuapara,295
1977,baghmara,295
1978,rongara,295
1979,mawshynrut,296
1980,nongstoin,296
1981,mawthadraishan,296
1982,mairang,296
1983,ranikor,296
1984,mawkyrwat,296
1985,umling,297
1986,jirang,297
1987,umsning,297
1988,mawphlang,298
1989,mylliem,298
1990,mawryngkneng,298
1991,mawkynrew,298
1992,khatarshnong laitkroh,298
1993,mawsynram,298
1994,shella bholaganj,298
1995,pynursla,298
1996,thadlaskein,299
1997,laskein,299
1998,amlarem,299
1999,khliehriat,299
2000,saipung,299
1896,zawlnuam,281
1897,west phaileng,281
1898,reiek,281
1899,'n' thingdawl,282
1900,bilkhawthlir,282
1901,tlangnuam (part),282
1902,darlawn,283
1903,phullen,283
1904,aibawk,283
1905,thingsulthliah (part),283
1906,ngopa,284
1907,khawzawl,284
1908,champhai,284
1909,khawbung,284
1911,east lungdar (part),284
1910,serchhip,285
1912,west bunghmun,286
1913,lungsen,286
1914,lunglei,286
1915,hnahthial,286
1916,chawngte,287
1917,lawngtlai,287
1918,s' bungtlang,287
1919,sangau,287
1920,tuipang,288
1921,saiha,288
2001,gossaigaon (pt),300
2002,bhowraguri,300
2003,dotoma,300
2004,kokrajhar (pt),300
2007,golokganj (pt),300
2008,dhubri (pt),300
2005,bagribari (pt),300
2009,bilasipara (pt),300
2010,chapar (pt),300
2006,agamoni,301
2011,south salmara,301
2012,mankachar,301
2013,lakhipur,302
2014,balijana,302
2015,matia,302
2016,dudhnai,302
2017,rangjuli,302
2018,barnagar (pt),303
2019,kalgachia,303
2020,baghbor,303
2021,chenga,303
2022,barpeta,303
2023,sarthebari,303
2024,bajali (pt),303
2025,sarupeta (pt),303
2140,jalah (pt),303
2026,mayong,304
2027,bhuragaon,304
2028,laharighat,304
2029,marigaon,304
2030,mikirbheta,304
2031,kaliabor,305
2032,samaguri,305
2033,rupahi,305
2034,dhing,305
2035,nagaon,305
2036,raha,305
2037,kampur,305
2038,hojai,305
2039,doboka,305
2040,lanka,305
2041,dhekiajuli (pt),306
2042,chariduar,306
2043,tezpur,306
2044,na-duar,306
2045,biswanath,306
2046,helem,306
2047,gohpur,306
2048,narayanpur,307
2049,bihpuria,307
2050,naobaicha,307
2051,kadam,307
2052,north lakhimpur,307
2053,dhakuakhana (pt),307
2054,subansiri (pt),307
2055,dhemaji,308
2056,sissibargaon,308
2057,jonai,308
2058,gogamukh,308
2059,sadiya,309
2060,doom dooma,309
2061,tinsukia,309
2062,margherita,309
2063,dibrugarh west,310
2064,dibrugarh east,310
2065,chabua,310
2066,tengakhat,310
2067,moran,310
2068,tingkhong,310
2069,naharkatiya,310
2070,dimow,311
2071,sivasagar,311
2072,amguri,311
2073,nazira,311
2074,sonari,311
2075,mahmora,311
2076,majuli,312
2077,jorhat west,312
2078,jorhat east,312
2079,teok,312
2080,titabor,312
2081,mariani,312
2082,bokakhat,313
2083,khumtai,313
2084,dergaon,313
2085,golaghat,313
2086,morangi,313
2087,sarupathar,313
2088,donka,314
2089,diphu,314
2090,phuloni,314
2091,silonijan,314
2092,umrangso,315
2093,haflong,315
2094,mahur,315
2095,maibong,315
2096,katigora,316
2097,silchar,316
2098,udarbond,316
2099,sonai,316
2100,lakhipur,316
2101,karimganj,317
2102,badarpur,317
2103,nilambazar,317
2104,patharkandi,317
2105,ramkrishna nagar,317
2106,algapur,318
2107,hailakandi,318
2108,lala,318
2109,katlichara,318
2110,bongaigaon (pt),319
2111,boitamari,319
2112,srijangram,319
2115,bijni (pt),319
2114,sidli (pt),319
2113,bengtol,320
2141,goreswar (pt),321
2116,rangia (pt),321
2117,koya,321
2118,kamalpur,321
2119,hajo,321
2120,chhaygaon,321
2121,goroimari,321
2122,chamaria,321
2123,nagarbera,321
2124,boko,321
2125,palasbari,321
2126,north guwahati (pt),321
2127,azara,322
2129,dispur,322
2130,sonapur,322
2131,chandrapur,322
2142,barama (pt),323
2132,tihu (pt),323
2133,pachim nalbari,323
2134,barkhetri,323
2135,barbhag,323
2136,nalbari,323
2137,banekuchi,323
2138,ghograpar (pt),323
2139,baganpara (pt),323
2143,baska,324
2144,tamulpur,324
2146,pathorighat (pt),324
2145,khoirabari (pt),325
2147,sipajhar,325
2148,mangaldoi (pt),325
2150,kalaigaon (pt),325
2149,dalgaon (pt),325
2151,harisinga,326
2152,udalguri,326
2153,mazbat,326
5433,chikodi,555
5434,athni,555
5435,raybag,555
5436,gokak,555
5437,hukeri,555
5438,belgaum,555
5439,khanapur,555
5440,sampgaon,555
5441,parasgad,555
5442,ramdurg,555
5443,jamkhandi,556
5444,bilgi,556
5445,mudhol,556
5446,badami,556
5447,bagalkot,556
5448,hungund,556
5449,bijapur,557
5450,indi,557
5451,sindgi,557
5452,basavana bagevadi,557
5453,muddebihal,557
5454,basavakalyan,558
5455,bhalki,558
5456,aurad,558
5457,bidar,558
5458,homnabad,558
5459,lingsugur,559
5460,devadurga,559
5461,raichur,559
5462,manvi,559
5463,sindhnur,559
5464,yelbarga,560
5465,kushtagi,560
5466,gangawati,560
5467,koppal,560
5468,nargund,561
5469,ron,561
5470,gadag,561
5471,shirhatti,561
5472,mundargi,561
5473,dharwad,562
5474,navalgund,562
5475,hubli,562
5476,kalghatgi,562
5477,kundgol,562
5478,karwar,563
5479,supa,563
5480,haliyal,563
5481,yellapur,563
5482,mundgod,563
5483,sirsi,563
5484,ankola,563
5485,kumta,563
5486,siddapur,563
5487,honavar,563
5488,bhatkal,563
5489,shiggaon,564
5490,savanur,564
5491,hangal,564
5492,haveri,564
5493,byadgi,564
5494,hirekerur,564
5495,ranibennur,564
5496,hadagalli,565
5497,hagaribommanahalli,565
5498,hospet,565
5499,siruguppa,565
5500,bellary,565
5501,sandur,565
5502,kudligi,565
5503,molakalmuru,566
5504,challakere,566
5505,chitradurga,566
5506,holalkere,566
5507,hosdurga,566
5508,hiriyur,566
5509,harihar,567
5510,harapanahalli,567
5511,jagalur,567
5512,davanagere,567
5513,honnali,567
5514,channagiri,567
5515,sagar,568
5516,sorab,568
5517,shikarpur,568
5518,hosanagara,568
5519,tirthahalli,568
5520,shimoga,568
5521,bhadravati,568
5522,kundapura,569
5523,udupi,569
5524,karkal,569
5525,sringeri,570
5526,koppa,570
5527,narasimharajapura,570
5528,tarikere,570
5529,kadur,570
5530,chikmagalur,570
5531,mudigere,570
5532,chiknayakanhalli,571
5533,sira,571
5534,pavagada,571
5535,madhugiri,571
5536,koratagere,571
5537,tumkur,571
5538,gubbi,571
5539,tiptur,571
5540,turuvekere,571
5541,kunigal,571
5542,bangalore north,572
5543,bangalore south,572
5544,bangalore east,572
5545,anekal,572
5546,krishnarajpet,573
5547,nagamangala,573
5548,pandavapura,573
5549,shrirangapattana,573
5550,mandya,573
5551,maddur,573
5552,malavalli,573
5553,sakleshpur,574
5554,belur,574
5555,arsikere,574
5556,hassan,574
5557,alur,574
5558,arkalgud,574
5559,hole narsipur,574
5560,channarayapatna,574
5561,mangalore,575
5562,bantval,575
5563,beltangadi,575
5564,puttur,575
5565,sulya,575
5566,madikeri,576
5567,somvarpet,576
5568,virajpet,576
5569,piriyapatna,577
5570,hunsur,577
5571,krishnarajanagara,577
5572,mysore,577
5573,heggadadevankote,577
5574,nanjangud,577
5575,tirumakudal - narsipur,577
5576,gundlupet,578
5577,chamarajanagar,578
5578,yelandur,578
5579,kollegal,578
5580,aland,579
5581,afzalpur,579
5582,gulbarga,579
5583,chincholi,579
5584,sedam,579
5585,chitapur,579
5586,jevargi,579
5587,shorapur,580
5588,shahpur,580
5589,yadgir,580
5590,srinivaspur,581
5591,kolar,581
5592,malur,581
5593,bangarapet,581
5594,mulbagal,581
5595,gauribidanur,582
5596,chikkaballapura,582
5597,gudibanda,582
5598,bagepalli,582
5599,sidlaghatta,582
5600,chintamani,582
5601,nelamangala,583
5602,dod ballapur,583
5603,devanahalli,583
5604,hosakote,583
5605,magadi,584
5606,ramanagara,584
5607,channapatna,584
5608,kanakapura,584
200,dhar kalan,35
201,pathankot,35
202,gurdaspur,35
203,batala,35
204,dera baba nanak,35
205,bhulath,36
206,kapurthala,36
207,sultanpur lodhi,36
208,phagwara,36
209,shahkot,37
210,nakodar,37
211,phillaur,37
212,jalandhar - i,37
213,jalandhar - ii,37
214,dasua,38
215,mukerian,38
216,hoshiarpur,38
217,garhshankar,38
218,nawanshahr,39
219,balachaur,39
220,bassi pathana,40
221,fatehgarh sahib,40
222,amloh,40
223,khamanon,40
224,samrala,41
225,khanna,41
226,payal,41
227,ludhiana (east),41
228,ludhiana (west),41
229,raikot,41
230,jagraon,41
231,nihal singhwala,42
232,bagha purana,42
233,moga,42
234,zira,43
235,firozpur,43
236,jalalabad,43
237,fazilka,43
238,abohar,43
239,malout,44
240,gidderbaha,44
241,muktsar,44
242,faridkot,45
243,jaitu,45
244,rampura phul,46
245,bathinda,46
246,talwandi sabo,46
247,sardulgarh,47
248,budhlada,47
249,mansa,47
250,samana,48
251,patran,48
252,nabha,48
253,patiala,48
254,rajpura,48
255,ajnala,49
256,amritsar -i,49
257,amritsar- ii,49
258,baba bakala,49
259,tarn taran,50
260,patti,50
261,khadur sahib,50
262,anandpur sahib,51
263,nangal,51
264,rup nagar,51
265,chamkaur sahib,51
266,kharar,52
267,sas nagar (mohali),52
268,dera bassi,52
269,malerkotla,53
270,dhuri,53
271,sangrur,53
272,sunam,53
273,lehra,53
274,moonak,53
275,barnala,54
276,tapa,54
1744,naginimora,261
1745,tizit,261
1746,hunta,261
1747,shangnyu,261
1748,mon sadar,261
1749,wakching,261
1750,aboi,261
1751,longshen,261
1752,phomching,261
1753,chen,261
1754,angjangyang,261
1755,mopong,261
1756,tobu,261
1757,monyakshu,261
1758,longchem,262
1759,alongkima,262
1760,tuli,262
1761,changtongya,262
1762,chuchuyimlang,262
1763,kubolong,262
1764,mangkolemba,262
1765,merangmen,262
